concentration_CH4,concentration_CO2,concentration_H2,concentration_H2O,concentration_O2,pressure_bar,temperature_kelvin
0.00000163,0.05,0.00000008,0.0123,0.18,1.0793,315.25
0.00000163,0.04,0.01,0.0123,0.27,1.0905,313.29
0.00000163,0.04,0.00000008,0.0123,0.25,1.0679,313.04
0.045,0.02,0.00000008,0.0123,0.21,1.1388,324.19
0.015,0.02,0.00000008,0.0123,0.21,1.1115,321.64
0.03,0.02,0.00000008,0.0123,0.24,1.1335,323.36
0.03,0.01,0.04,0.0123,0.17,1.1046,321.18
0.00000163,0.04,0.03,0.0123,0.2,1.0858,311.37
0.015,0.0004,0.00000008,0.0123,0.21,1.0626,316.47
0.02,0.06,0.00000008,0.0123,0.24,1.1505,326.64
0.00000163,0.02,0.07,0.0123,0.16,1.0682,307.67
0.025,0.04,0.00000008,0.0123,0.24,1.1451,325.43
0.02,0.05,0.00000008,0.0123,0.22,1.1426,325.73
0.03,0.05,0.04,0.0123,0.19,1.0915,322.88
0.00000163,0.07,0.00000008,0.0123,0.24,1.0925,317.34
0.02,0.0004,0.04,0.0123,0.16,1.0306,311.01
0.03,0.04,0.00000008,0.0123,0.22,1.1501,326.32
0.00000163,0.01,0.00000008,0.0123,0.16,1.0306,303.85
0.00000163,0.08,0.03,0.0123,0.25,1.1104,316.45
0.025,0.0004,0.00000008,0.0123,0.28,1.1002,312.64
0.00000163,0.03,0.05,0.0123,0.17,1.0788,309.18
0.00000163,0.02,0.00000009,0.0123,0.14,1.0306,307.87
0.04,0.02,0.01,0.0123,0.25,1.132,323.87
0.00000163,0.03,0.00000009,0.0123,0.12,1.0574,311.11
0.01,0.07,0.06,0.0123,0.23,1.1175,325.36
0.01,0.02,0.00000008,0.0123,0.22,1.0681,319.7
0.03,0.02,0.05,0.0123,0.18,1.1359,321.77
0.005,0.0004,0.00000008,0.0123,0.26,1.0293,305.91
0.03,0.0004,0.01,0.0123,0.25,1.0815,314.99
0.005,0.1,0.00000008,0.0123,0.14,1.1065,325.73
0.005,0.03,0.00000008,0.0123,0.16,1.0858,320.34
0.025,0.01,0.00000008,0.0123,0.22,1.1156,320.67
0.005,0.05,0.00000009,0.0123,0.21,1.0996,323.27
0.015,0.01,0.00000008,0.0123,0.14,1.0976,318.97
0.025,0.02,0.00000008,0.0123,0.2,1.1278,323.02
0.03,0.06,0.03,0.0123,0.21,1.1645,327.12
0.005,0.02,0.00000008,0.0123,0.21,1.0681,318.63
0.02,0.02,0.01,0.0123,0.26,1.1337,322.42
0.02,0.0004,0.00000008,0.0123,0.18,1.0716,317.91
0.05,0.03,0.00000008,0.0123,0.29,1.0813,323.93
0.09,0.0004,0.05,0.0123,0.2,1.0904,318.13
0.00000163,0.06,0.00000009,0.0123,0.22,1.0862,316.3
0.00000163,0.0004,0.09,0.0123,0.27,1.0298,291.88
0.01,0.05,0.00000008,0.0123,0.2,1.0932,323.61
0.015,0.02,0.00000008,0.0123,0.14,1.1165,321.29
0.03,0.0004,0.00000008,0.0123,0.08,1.075,315.28
0.00000163,0.04,0.06,0.0123,0.14,1.0807,311.21
0.015,0.02,0.00000009,0.0123,0.32,1.1142,322.37
0.00000163,0.06,0.00000008,0.0123,0.28,1.087,316.2
0.035,0.0004,0.00000008,0.0123,0.24,1.0946,316.18
0.01,0.0004,0.00000008,0.0123,0.16,1.0294,308.86
0.00000163,0.03,0.00000008,0.0123,0.24,1.0786,311.95
0.00000163,0.01,0.07,0.0123,0.2,1.0323,303.79
0.00000163,0.0004,0.08,0.0123,0.22,1.0346,291.03
0.01,0.02,0.00000008,0.0123,0.1,1.0687,319.33
0.00000163,0.05,0.07,0.0123,0.27,1.0865,312.43
0.005,0.0004,0.00000008,0.0123,0.1,1.0294,306.08
0.00000163,0.1,0.03,0.0123,0.2,1.092,316.89
0.00000163,0.0004,0.07,0.0123,0.22,1.0397,289.58
0.01,0.0004,0.00000008,0.0123,0.3,1.0306,308.54
0.01,0.01,0.00000008,0.0123,0.12,1.055,316.72
0.00000163,0.02,0.00000008,0.0123,0.18,1.0306,307.78
0.00000163,0.05,0.00000008,0.0123,0.24,1.0783,315.1
0.04,0.02,0.02,0.0123,0.19,1.127,323.86
0.05,0.02,0.02,0.0123,0.22,1.1333,323.63
0.005,0.01,0.00000008,0.0123,0.5,1.0591,316.07
0.03,0.0004,0.00000007,0.0123,0.16,1.0751,315.52
0.02,0.0004,0.01,0.0123,0.24,1.038,312.95
0.005,0.01,0.00000008,0.0123,0.2,1.0547,315.39
0.01,0.02,0.00000008,0.0123,0.26,1.0753,319.89
0.02,0.06,0.00000008,0.0123,0.2,1.1515,326.52
0.00000163,0.04,0.00000009,0.0123,0.28,1.0921,314.47
0.02,0.04,0.00000008,0.0123,0.22,1.1348,325.17
0.01,0.02,0.04,0.0123,0.21,1.065,320.61
0.025,0.02,0.00000008,0.0123,0.21,1.1281,323.09
0.025,0.0004,0.00000008,0.0123,0.28,1.1008,312.61
0.03,0.1,0.00000008,0.0123,0.17,1.1181,327.87
0.015,0.02,0.00000008,0.0123,0.26,1.1129,322.23
0.00000163,0.01,0.00000008,0.0123,0.28,1.0306,303.71
0.03,0.03,0.00000008,0.0123,0.24,1.1404,324.81
0.00000163,0.0004,0.11,0.0123,0.2,1.034,292.69
0.00000163,0.0004,0.00000007,0.0123,0.18,1.0306,288.6
0.00000163,0.04,0.01,0.0123,0.31,1.0875,313.84
0.03,0.03,0.00000008,0.0123,0.22,1.1415,324.83
0.02,0.09,0.00000008,0.0123,0.22,1.1632,328.36
0.00000163,0.03,0.00000008,0.0123,0.02,1.0875,313.45
0.01,0.06,0.00000008,0.0123,0.12,1.1051,324.19
0.02,0.02,0.01,0.0123,0.24,1.0614,321.53
0.01,0.01,0.00000008,0.0123,0.28,1.0544,314.75
0.03,0.04,0.00000008,0.0123,0.21,1.1473,325.77
0.08,0.02,0.00000008,0.0123,0.25,1.1378,325.04
0.005,0.01,0.00000008,0.0123,0.16,1.0574,315.51
0.00000163,0.03,0.03,0.0123,0.17,1.0788,309.38
0.025,0.02,0.00000008,0.0123,0.2,1.128,322.72
0.00000163,0.04,0.00000008,0.0123,0.28,1.0655,312.8
0.02,0.01,0.02,0.0123,0.2,1.1141,319.39
0.02,0.06,0.02,0.0123,0.13,1.1523,326.44
0.005,0.04,0.00000008,0.0123,0.2,1.0888,321.63
0.01,0.01,0.00000008,0.0123,0.16,1.1038,318.28
0.005,0.0004,0.00000008,0.0123,0.21,1.0306,306.22
0.01,0.02,0.03,0.0123,0.3,1.1134,320.4
0.01,0.01,0.04,0.0123,0.23,1.0572,317.12
0.00000163,0.02,0.04,0.0123,0.19,1.0309,307.27
0.01,0.0004,0.00000009,0.0123,0.32,1.0306,308.49
0.01,0.02,0.00000008,0.0123,0.22,1.0741,319.82
0.05,0.03,0.02,0.0123,0.19,1.1554,325.62
0.09,0.01,0.04,0.0123,0.19,1.1261,322.99
0.00000163,0.04,0.03,0.0123,0.21,1.0851,311.23
0.06,0.08,0.00000008,0.0123,0.19,1.1529,328.91
0.005,0.01,0.00000008,0.0123,0.25,1.0569,315.68
0.03,0.02,0.02,0.0123,0.21,1.0586,322.25
0.00000163,0.0004,0.15,0.0123,0.2,1.0341,294.13
0.01,0.02,0.00000008,0.0123,0.21,1.0751,319.82
0.00000163,0.01,0.00000008,0.0123,0.21,1.0294,302.77
0.025,0.06,0.00000008,0.0123,0.21,1.1564,327.52
0.08,0.06,0.00000008,0.0123,0.26,1.1634,328.82
0.00000163,0.0004,0.00000009,0.0123,0.08,1.0306,288.71
0.01,0.02,0.00000009,0.0123,0.2,1.0682,319.66
0.00000163,0.02,0.00000008,0.0123,0.25,1.0306,307.66
0.03,0.03,0.00000008,0.0123,0.2,1.1392,324.74
0.01,0.09,0.02,0.0123,0.25,1.1347,325.05
0.005,0.05,0.00000008,0.0123,0.24,1.095,322.93
0.01,0.04,0.04,0.0123,0.16,1.1319,323.32
0.05,0.02,0.00000008,0.0123,0.18,1.066,322.13
0.02,0.03,0.03,0.0123,0.22,1.1327,323.51
0.015,0.01,0.00000008,0.0123,0.24,1.0992,319.44
0.00000163,0.0004,0.02,0.0123,0.12,1.0355,288.1
0.01,0.02,0.00000008,0.0123,0.06,1.069,316.75
0.01,0.05,0.00000008,0.0123,0.14,1.126,324.05
0.00000163,0.07,0.08,0.0123,0.23,1.0668,314.18
0.01,0.03,0.01,0.0123,0.26,1.0823,321.75
0.02,0.01,0.02,0.0123,0.21,1.0497,319.01
0.00000163,0.08,0.00000008,0.0123,0.18,1.1022,318.9
0.01,0.01,0.00000007,0.0123,0.16,1.0618,316.96
0.06,0.02,0.01,0.0123,0.2,1.141,324.7
0.00000163,0.01,0.00000008,0.0123,0.45,1.0303,303.37
0.04,0.06,0.00000008,0.0123,0.27,1.101,326.35
0.035,0.02,0.00000008,0.0123,0.28,1.1368,323.73
0.00000163,0.04,0.06,0.0123,0.27,1.0762,311.09
0.01,0.02,0.00000008,0.0123,0.2,1.0659,319.58
0.015,0.02,0.00000007,0.0123,0.24,1.1124,321.71
0.025,0.0004,0.00000008,0.0123,0.16,1.1006,315.08
0.03,0.0004,0.00000008,0.0123,0.35,1.0888,315.81
0.015,0.02,0.00000008,0.0123,0.18,1.1124,321.53
0.00000163,0.04,0.05,0.0123,0.21,1.0803,310.71
0.01,0.03,0.00000008,0.0123,0.18,1.0849,321.37
0.01,0.03,0.03,0.0123,0.13,1.0689,321.56
0.00000163,0.03,0.00000009,0.0123,0.26,1.0678,311.25
0.005,0.08,0.00000008,0.0123,0.2,1.0953,324.95
0.00000163,0.06,0.00000008,0.0123,0.04,1.0909,316.79
0.01,0.0004,0.00000008,0.0123,0.18,1.0294,308.81
0.02,0.0004,0.09,0.0123,0.19,1.0799,313.43
0.01,0.04,0.00000007,0.0123,0.2,1.0893,322.57
0.00000163,0.1,0.00000008,0.0123,0.16,1.1187,320.02
0.00000163,0.05,0.00000008,0.0123,0.12,1.0923,315.93
0.05,0.0004,0.00000008,0.0123,0.24,1.0862,317.78
0.02,0.03,0.06,0.0123,0.18,1.0792,322.67
0.00000163,0.0004,0.00000007,0.0123,0.35,1.0306,288.5
0.00000163,0.02,0.04,0.0123,0.25,1.0587,307.71
0.025,0.01,0.00000008,0.0123,0.12,1.1135,320.3
0.00000163,0.01,0.00000008,0.0123,0.1,1.0621,305.64
0.02,0.08,0.00000008,0.0123,0.16,1.1674,327.67
0.02,0.05,0.05,0.0123,0.24,1.0681,323.69
0.02,0.07,0.00000008,0.0123,0.26,1.1508,327.21
0.00000163,0.0004,0.00000008,0.0123,0.3,1.0305,288.55
0.00000163,0.0004,0.01,0.0123,0.2,1.0294,293.59
0.02,0.02,0.01,0.0123,0.16,1.0694,321.51
0.005,0.0004,0.00000007,0.0123,0.12,1.0306,306.23
0.05,0.0004,0.00000008,0.0123,0.11,1.0307,316.62
0.00000163,0.04,0.00000008,0.0123,0.08,1.0686,313.96
0.08,0.01,0.01,0.0123,0.22,1.129,324.69
0.005,0.02,0.00000008,0.0123,0.21,1.0681,318.64
0.00000163,0.04,0.00000008,0.0123,0.22,1.0658,313.02
0.05,0.04,0.05,0.0123,0.2,1.071,325.6
0.005,0.01,0.00000008,0.0123,0.21,1.0546,315.5
0.025,0.0004,0.00000008,0.0123,0.24,1.1008,314.92
0.03,0.01,0.00000008,0.0123,0.21,1.1183,321.2
0.03,0.01,0.04,0.0123,0.18,1.1228,320.65
0.00000163,0.03,0.07,0.0123,0.23,1.0755,309.22
0.00000163,0.03,0.01,0.0123,0.2,1.076,310.84
0.06,0.0004,0.08,0.0123,0.19,1.0702,313.85
0.015,0.06,0.00000008,0.0123,0.2,1.1346,325.64
0.015,0.04,0.00000008,0.0123,0.2,1.1288,324.21
0.005,0.0004,0.00000008,0.0123,0.1,1.0307,306.28
0.00000163,0.06,0.00000008,0.0123,0.4,1.0849,315.49
0.04,0.06,0.00000008,0.0123,0.17,1.0992,326.11
0.00000163,0.05,0.00000008,0.0123,0.16,1.0852,315.4
0.00000163,0.04,0.00000008,0.0123,0.1,1.0687,313.96
0.005,0.08,0.00000008,0.0123,0.24,1.1116,325.19
0.015,0.01,0.00000009,0.0123,0.24,1.0964,319.38
0.02,0.0004,0.04,0.0123,0.21,1.0309,308.08
0.00000163,0.0004,0.06,0.0123,0.22,1.0355,289.23
0.02,0.03,0.04,0.0123,0.21,1.1329,323.44
0.025,0.09,0.00000008,0.0123,0.21,1.1677,329.42
0.01,0.05,0.00000008,0.0123,0.28,1.0952,323.78
0.02,0.01,0.02,0.0123,0.27,1.0517,319.31
0.005,0.01,0.00000008,0.0123,0.26,1.057,315.69
0.01,0.01,0.00000009,0.0123,0.26,1.0603,317.22
0.00000163,0.1,0.01,0.0123,0.25,1.0908,318.15
0.015,0.05,0.00000008,0.0123,0.14,1.1356,324.96
0.00000163,0.0004,0.05,0.0123,0.25,1.0315,294.5
0.01,0.02,0.05,0.0123,0.16,1.1168,320.61
0.00000163,0.01,0.00000008,0.0123,0.35,1.0543,304.64
0.00000163,0.01,0.00000008,0.0123,0.16,1.0294,302.86
0.005,0.02,0.00000008,0.0123,0.14,1.0685,318.33
0.015,0.0004,0.00000008,0.0123,0.45,1.0618,315.55
0.02,0.03,0.00000009,0.0123,0.16,1.1264,323.4
0.005,0.02,0.00000008,0.0123,0.04,1.069,317.47
0.02,0.04,0.00000008,0.0123,0.4,1.1349,325.1
0.01,0.13,0.02,0.0123,0.21,1.1517,328.12
0.00000163,0.09,0.00000008,0.0123,0.14,1.1071,319.32
0.005,0.0004,0.00000009,0.0123,0.16,1.0306,306.35
0.015,0.08,0.00000008,0.0123,0.21,1.1538,327.22
0.015,0.0004,0.00000009,0.0123,0.21,1.0626,316.47
0.015,0.02,0.00000008,0.0123,0.26,1.1121,321.74
0.02,0.02,0.00000008,0.0123,0.12,1.075,321.17
0.005,0.01,0.00000008,0.0123,0.04,1.0584,314.78
0.02,0.04,0.00000008,0.0123,0.21,1.1339,324.74
0.015,0.08,0.00000008,0.0123,0.26,1.1393,326.92
0.02,0.0004,0.02,0.0123,0.21,1.0356,307.96
0.02,0.01,0.02,0.0123,0.29,1.0517,319.33
0.01,0.04,0.00000008,0.0123,0.28,1.0862,322.92
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,287.42
0.04,0.02,0.00000008,0.0123,0.22,1.1033,323.51
0.02,0.03,0.00000008,0.0123,0.2,1.1266,323.52
0.00000163,0.05,0.00000008,0.0123,0.2,1.076,314.74
0.00000163,0.01,0.0000001,0.0123,0.22,1.0613,304.4
0.01,0.04,0.02,0.0123,0.15,1.1334,323.13
0.00000163,0.12,0.07,0.0123,0.21,1.1112,318.46
0.005,0.04,0.00000008,0.0123,0.32,1.0921,320.66
0.035,0.01,0.00000008,0.0123,0.2,1.1227,321.27
0.03,0.01,0.04,0.0123,0.2,1.0546,319.65
0.01,0.0004,0.00000008,0.0123,0.16,1.0294,308.86
0.00000163,0.04,0.04,0.0123,0.23,1.0898,311.93
0.01,0.06,0.00000008,0.0123,0.16,1.1047,322.7
0.00000163,0.1,0.00000008,0.0123,0.12,1.1199,320.09
0.01,0.0004,0.00000008,0.0123,0.21,1.0294,308.7
0.005,0.01,0.00000008,0.0123,0.16,1.0548,315.59
0.00000163,0.02,0.00000007,0.0123,0.26,1.0679,309.53
0.01,0.04,0.00000008,0.0123,0.22,1.0902,322.76
0.03,0.07,0.02,0.0123,0.21,1.1325,326.95
0.03,0.03,0.00000008,0.0123,0.22,1.1394,324.67
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,287.42
0.005,0.02,0.00000008,0.0123,0.18,1.066,318.6
0.05,0.01,0.08,0.0123,0.18,1.0554,320.61
0.01,0.02,0.02,0.0123,0.17,1.0583,319.76
0.03,0.0004,0.08,0.0123,0.17,1.0348,312.54
0.05,0.0004,0.00000008,0.0123,0.23,1.0819,317.42
0.03,0.0004,0.00000008,0.0123,0.28,1.1062,313.32
0.00000163,0.05,0.05,0.0123,0.23,1.0665,312.64
0.00000163,0.04,0.00000009,0.0123,0.21,1.0751,313.44
0.01,0.04,0.00000008,0.0123,0.22,1.0871,322.7
0.01,0.03,0.00000008,0.0123,0.26,1.0818,321.65
0.01,0.0004,0.00000008,0.0123,0.2,1.0294,308.75
0.015,0.02,0.00000008,0.0123,0.16,1.1111,321.43
0.02,0.01,0.04,0.0123,0.25,1.1202,319.28
0.06,0.04,0.03,0.0123,0.25,1.1422,326.95
0.04,0.02,0.02,0.0123,0.22,1.1416,324.01
0.07,0.01,0.02,0.0123,0.21,1.124,324.95
0.005,0.05,0.00000008,0.0123,0.16,1.0955,322.98
0.00000163,0.04,0.00000009,0.0123,0.3,1.0879,314.27
0.01,0.03,0.01,0.0123,0.23,1.0792,321.95
0.01,0.02,0.00000008,0.0123,0.28,1.0677,319.8
0.04,0.0004,0.00000008,0.0123,0.22,1.0952,316.87
0.01,0.07,0.00000008,0.0123,0.24,1.1276,325.57
0.00000163,0.1,0.00000008,0.0123,0.2,1.1116,319.82
0.02,0.0004,0.00000008,0.0123,0.3,1.0707,317.43
0.005,0.01,0.00000008,0.0123,0.12,1.0576,315.44
0.025,0.0004,0.00000008,0.0123,0.14,1.071,314.43
0.02,0.04,0.02,0.0123,0.19,1.0815,323.84
0.02,0.0004,0.00000008,0.0123,0.04,1.0757,309.8
0.00000163,0.0004,0.00000007,0.0123,0.04,1.0308,288.8
0.03,0.01,0.00000008,0.0123,0.12,1.1179,320.37
0.00000163,0.08,0.03,0.0123,0.21,1.0892,315.15
0.00000163,0.11,0.02,0.0123,0.29,1.0931,317.82
0.01,0.0004,0.00000008,0.0123,0.18,1.0294,308.81
0.02,0.01,0.00000008,0.0123,0.17,1.1095,320.04
0.01,0.0004,0.01,0.0123,0.28,1.0704,313.86
0.00000163,0.04,0.09,0.0123,0.21,1.0805,312.33
0.01,0.0004,0.06,0.0123,0.22,1.0332,306.38
0.005,0.04,0.00000008,0.0123,0.2,1.0927,322.2
0.02,0.03,0.00000008,0.0123,0.28,1.127,324.23
0.00000163,0.0004,0.00000008,0.0123,0.06,1.0306,288.73
0.015,0.0004,0.00000008,0.0123,0.14,1.0646,308.7
0.005,0.01,0.00000008,0.0123,0.24,1.0546,315.36
0.03,0.06,0.00000008,0.0123,0.21,1.1666,327.54
0.025,0.0004,0.00000008,0.0123,0.22,1.1006,315.03
0.04,0.04,0.03,0.0123,0.21,1.1415,326.04
0.01,0.01,0.03,0.0123,0.21,1.1053,317.26
0.02,0.06,0.00000008,0.0123,0.21,1.1445,326.41
0.04,0.0004,0.02,0.0123,0.26,1.099,318.78
0.02,0.01,0.00000009,0.0123,0.18,1.1039,319.98
0.06,0.0004,0.04,0.0123,0.26,1.0836,317.76
0.05,0.01,0.00000008,0.0123,0.16,1.126,322.12
0.02,0.04,0.00000008,0.0123,0.22,1.1338,325.15
0.015,0.03,0.00000008,0.0123,0.28,1.1225,323.31
0.00000163,0.01,0.00000008,0.0123,0.2,1.0294,302.79
0.03,0.03,0.00000008,0.0123,0.21,1.1394,324.65
0.03,0.01,0.07,0.0123,0.19,1.0552,319.96
0.02,0.0004,0.00000008,0.0123,0.34,1.1053,311.99
0.00000163,0.02,0.06,0.0123,0.29,1.0666,307.29
0.005,0.05,0.00000008,0.0123,0.12,1.1001,322.9
0.03,0.0004,0.05,0.0123,0.27,1.0313,311.14
0.00000163,0.02,0.1,0.0123,0.16,1.0686,309.39
0.015,0.03,0.00000009,0.0123,0.32,1.1242,323.42
0.005,0.0004,0.00000009,0.0123,0.08,1.0308,306.36
0.00000163,0.01,0.00000008,0.0123,0.12,1.0306,303.92
0.03,0.06,0.00000008,0.0123,0.2,1.151,327.07
0.00000163,0.09,0.03,0.0123,0.23,1.11,316.91
0.01,0.04,0.00000009,0.0123,0.28,1.0874,322.95
0.05,0.0004,0.04,0.0123,0.18,1.0689,315.77
0.00000163,0.0004,0.00000008,0.0123,0.14,1.0294,287.43
0.00000163,0.0004,0.00000008,0.0123,0.16,1.0294,288.58
0.03,0.01,0.00000008,0.0123,0.2,1.0931,320.52
0.04,0.0004,0.00000008,0.0123,0.23,1.0818,312.99
0.015,0.0004,0.00000008,0.0123,0.18,1.0642,316.26
0.02,0.02,0.00000008,0.0123,0.18,1.1178,322.43
0.015,0.03,0.00000008,0.0123,0.18,1.1288,323.14
0.04,0.03,0.00000008,0.0123,0.16,1.1375,325.02
0.005,0.04,0.00000008,0.0123,0.24,1.0927,321.85
0.03,0.02,0.00000008,0.0123,0.22,1.1331,323.4
0.03,0.0004,0.00000008,0.0123,0.35,1.1036,313.1
0.00000163,0.0004,0.06,0.0123,0.25,1.0309,290.76
0.04,0.05,0.00000008,0.0123,0.23,1.0862,325.29
0.00000163,0.03,0.06,0.0123,0.17,1.0314,309.27
0.01,0.01,0.00000008,0.0123,0.26,1.057,314.79
0.005,0.02,0.00000007,0.0123,0.24,1.0743,318.93
0.00000163,0.0004,0.00000008,0.0123,0.55,1.0303,288.28
0.035,0.03,0.00000008,0.0123,0.12,1.1414,324.81
0.02,0.0004,0.07,0.0123,0.21,1.0869,311.59
0.04,0.0004,0.00000008,0.0123,0.16,1.0997,316.65
0.01,0.06,0.00000009,0.0123,0.21,1.1019,324.57
0.07,0.04,0.00000008,0.0123,0.26,1.1533,327.18
0.00000163,0.0004,0.15,0.0123,0.21,1.0347,295.33
0.01,0.03,0.00000008,0.0123,0.18,1.0806,321.39
0.02,0.03,0.01,0.0123,0.28,1.1429,324.14
0.02,0.01,0.01,0.0123,0.16,1.0511,319.24
0.00000163,0.02,0.05,0.0123,0.22,1.0663,307.13
0.00000163,0.02,0.00000008,0.0123,0.32,1.0305,307.52
0.035,0.02,0.00000008,0.0123,0.2,1.1343,323.46
0.025,0.04,0.00000008,0.0123,0.24,1.1443,325.5
0.025,0.04,0.00000008,0.0123,0.2,1.1432,325.47
0.035,0.0004,0.00000008,0.0123,0.12,1.0924,316.13
0.005,0.01,0.00000008,0.0123,0.14,1.0611,315.61
0.05,0.03,0.04,0.0123,0.28,1.0765,324.75
0.09,0.04,0.01,0.0123,0.21,1.173,327.56
0.00000163,0.0004,0.00000009,0.0123,0.35,1.0306,288.51
0.00000163,0.11,0.02,0.0123,0.25,1.0932,317.84
0.01,0.02,0.00000009,0.0123,0.2,1.0747,319.75
0.01,0.02,0.00000008,0.0123,0.2,1.068,319.66
0.02,0.02,0.00000008,0.0123,0.28,1.1182,322.78
0.01,0.0004,0.00000008,0.0123,0.2,1.0306,308.91
0.02,0.01,0.09,0.0123,0.22,1.1132,320.25
0.02,0.07,0.00000008,0.0123,0.28,1.154,327.06
0.00000163,0.04,0.00000008,0.0123,0.14,1.0683,313.88
0.02,0.04,0.01,0.0123,0.22,1.0881,324.17
0.00000163,0.05,0.00000007,0.0123,0.2,1.0976,316.01
0.03,0.0004,0.00000009,0.0123,0.25,1.0821,315.12
0.00000163,0.04,0.00000009,0.0123,0.22,1.0681,313.66
0.00000163,0.01,0.00000008,0.0123,0.02,1.058,305.96
0.04,0.01,0.1,0.0123,0.21,1.0588,320.15
0.015,0.0004,0.00000008,0.0123,0.3,1.0631,316.15
0.035,0.0004,0.00000008,0.0123,0.12,1.0946,316.19
0.00000163,0.02,0.00000008,0.0123,0.24,1.0293,306.85
0.02,0.0004,0.02,0.0123,0.17,1.0355,308.63
0.02,0.09,0.00000008,0.0123,0.21,1.1793,328.49
0.015,0.03,0.00000009,0.0123,0.21,1.1279,323.18
0.02,0.01,0.00000008,0.0123,0.3,1.1026,320.35
0.005,0.02,0.00000009,0.0123,0.21,1.0751,318.7
0.00000163,0.02,0.04,0.0123,0.12,1.066,307.39
0.04,0.0004,0.03,0.0123,0.27,1.0994,314.47
0.02,0.0004,0.00000008,0.0123,0.2,1.0714,317.71
0.00000163,0.03,0.00000008,0.0123,0.14,1.0615,311.24
0.02,0.06,0.00000008,0.0123,0.27,1.1408,326.35
0.005,0.07,0.00000008,0.0123,0.26,1.1405,326.11
0.06,0.01,0.00000008,0.0123,0.23,1.1268,322.6
0.00000163,0.0004,0.00000008,0.0123,0.1,1.0307,288.7
0.00000163,0.02,0.00000008,0.0123,0.2,1.0743,309.74
0.03,0.01,0.01,0.0123,0.21,1.106,321.1
0.005,0.02,0.00000008,0.0123,0.26,1.075,319.01
0.01,0.0004,0.00000008,0.0123,0.35,1.0305,308.35
0.02,0.02,0.02,0.0123,0.25,1.0587,321.77
0.01,0.03,0.03,0.0123,0.26,1.0751,321.23
0.00000163,0.02,0.00000008,0.0123,0.06,1.0308,308.05
0.005,0.07,0.00000008,0.0123,0.3,1.1054,323.26
0.005,0.02,0.00000009,0.0123,0.21,1.0679,318.67
0.00000163,0.01,0.05,0.0123,0.28,1.0573,303.69
0.02,0.0004,0.01,0.0123,0.23,1.0355,308.09
0.00000163,0.0004,0.05,0.0123,0.22,1.0294,290.24
0.04,0.01,0.00000008,0.0123,0.26,1.1201,321.62
0.04,0.0004,0.00000008,0.0123,0.14,1.0971,316.35
0.01,0.0004,0.00000009,0.0123,0.22,1.0306,308.85
0.00000163,0.08,0.00000009,0.0123,0.16,1.1013,318.92
0.03,0.04,0.00000009,0.0123,0.24,1.1564,325.88
0.00000163,0.03,0.07,0.0123,0.2,1.0341,306.4
0.035,0.04,0.00000008,0.0123,0.26,1.1574,326.28
0.02,0.02,0.00000008,0.0123,0.35,1.1183,322.52
0.005,0.03,0.00000007,0.0123,0.24,1.0786,320.53
0.01,0.0004,0.02,0.0123,0.14,1.0291,308.07
0.02,0.0004,0.00000008,0.0123,0.45,1.0685,316.7
0.025,0.0004,0.00000008,0.0123,0.1,1.0705,314.39
0.02,0.05,0.08,0.0123,0.23,1.079,324.02
0.02,0.06,0.04,0.0123,0.26,1.1631,326.5
0.01,0.0004,0.00000008,0.0123,0.12,1.0294,308.66
0.00000163,0.09,0.02,0.0123,0.28,1.083,317.04
0.005,0.01,0.00000008,0.0123,0.22,1.0571,315.36
0.00000163,0.01,0.00000009,0.0123,0.22,1.0546,305
0.04,0.01,0.00000008,0.0123,0.16,1.1205,320.89
0.005,0.01,0.00000009,0.0123,0.22,1.0546,315.27
0.00000163,0.0004,0.00000008,0.0123,0.22,1.0294,287.41
0.015,0.02,0.00000008,0.0123,0.2,1.1114,321.61
0.00000163,0.01,0.00000008,0.0123,0.2,1.0547,305.04
0.00000163,0.13,0.04,0.0123,0.22,1.0977,318.13
0.015,0.0004,0.00000009,0.0123,0.2,1.064,316.4
0.00000163,0.0004,0.08,0.0123,0.2,1.0315,290.31
0.02,0.0004,0.00000007,0.0123,0.2,1.0721,317.73
0.025,0.0004,0.00000009,0.0123,0.22,1.1068,315.01
0.01,0.02,0.03,0.0123,0.18,1.1176,322.09
0.00000163,0.03,0.00000008,0.0123,0.45,1.0823,311.71
0.05,0.0004,0.03,0.0123,0.23,1.08,315.78
0.05,0.0004,0.02,0.0123,0.19,1.0966,311.64
0.02,0.06,0.00000008,0.0123,0.18,1.1449,326.31
0.035,0.0004,0.00000008,0.0123,0.2,1.0945,316.26
0.00000163,0.1,0.04,0.0123,0.22,1.1104,317.15
0.01,0.07,0.00000008,0.0123,0.06,1.1096,325.41
0.00000163,0.06,0.00000008,0.0123,0.28,1.1034,317.07
0.02,0.0004,0.00000008,0.0123,0.04,1.0757,309.8
0.00000163,0.01,0.00000009,0.0123,0.18,1.0608,305.37
0.01,0.03,0.00000008,0.0123,0.12,1.0857,321.11
0.01,0.03,0.05,0.0123,0.24,1.073,321.16
0.02,0.06,0.00000008,0.0123,0.17,1.099,325.21
0.02,0.09,0.00000008,0.0123,0.21,1.1569,328.12
0.01,0.03,0.00000008,0.0123,0.06,1.083,320.53
0.005,0.0004,0.00000008,0.0123,0.28,1.0306,306.01
